Artikelnummer;Artikelname;Länge;Breite;Höhe;Artikelgewicht;Farbe
02-0933;Auffahrrampe ca. 52 x 103 cm für Scherenhebebühnen | Überfahrblech;120;52;7;16;0224FF
02-0615;RETTER Profi Reifenmontiermaschine 380V RT-706C Pro mit Booster System und Hilfsarm;125;95;95;249;0225FF
02-0414;RETTER Steckschlüssel-Adapter Set 6 tlg.;15;8;5;2,5;0226FF
02-0098;Werkzeugwagen R8 mit Werkzeug 301-tlg. | 7 Schubladen - RETTER Werkstattwagen Carbon Edition;76;47;96;98;0227FF
6531000;Unicraft DHG 30 K Schlauch 5m - Dieselheizgerät Zubehör;0;0;0;2;0228FF
02-0126;RETTER RTN-1403 Einlage / Gabelring Schlüssel mit Ratsche Satz 15 Teile;56,7;40,8;3,2;9;0229FF
4932492463;Milwaukee Seitenschneider 160 mm;25,5;10;2,5;0,2;0230FF
02-0105-3-8-;"3-Wege-Rückschlagventil Außengewinde  1 tlg - Flüsterkompressor Ersatzteil 3/8""";0;0;0;0,5;0231FF
02-0501;Motor-Einstellwerkzeug-Satz 5-tlg.| BMW N47, N47S | RETTER Spezialwerkzeug - RTA2222;0;0;0;1,3;0232FF
02-0058;RETTER RS2 Werkstattwagen Werkbank mit 10 Schubladen und Türfach inkl 260 teiligem Werkzeug;216;54;77,5;186;0233FF
02-0494;SET 4 Stück Stahlventil-Felgenventile 11,3mm - in edlem Anthrazit-Grau;0;0;0;0,6;0234FF
4932451388;Milwaukee 3,0 AH M12 Akku;12,2;5,7;25,3;0,2;0235FF
02-0091;RETTER RTA2008 Motoreinstellwerkzeug Steuerkette BMW / OPEL;0;0;0;5;0236FF
4932430483;Milwaukee B5 - Akku M18 5.0 Ah;8,6;5,3;14,6;1;0237FF
4932464078;Milwaukee PACKOUT Trolley Box;20,2;54,1;7,6;10;0238FF
02-0055;RETTER Mobile Scherenhebebühne Inkl. Mobil-Kit 3.0 t - RT3010B;230;238;51;650;0239FF
01-0111;RETTER Drehteller Einfachergewinde für 2 Säulen Hebebühnen;11;11;14;8;0240FF
6201505;Motorrad-Hebebühne max. 450 kg für Reparaturen am Zweirad - Ultrakompakt | Unicraft MHB 455;226,5;75;26;127;0241FF
02-0247-Alu - Wagenheber 4.000kg;Wagenheber Alu - besonders leicht mit integrierter Schraubenablage Alu – Wagenheber 4.000kg;0;0;0;12;0242FF
02-0209-21 mm;Schlagschrauber Nüsse Sechskant Nuss Schlagnuss | 17mm / 19mm / 21mm | 1/2 Zoll 21 mm;0;0;0;0,1;0243FF
04-0004;Druckluftaggregat 3 V-Zylinder - 3 kW Motor / 4 PS 3065;0;0;0;16;0244FF
4933478118;Milwaukee M18 HOAL-0 LED Akku-Leuchte - ohne Akku;11,7;24,5;10,7;3,31;0245FF
02-0531;Universal Lagerabzieher 2-armig 12-tlg. | RETTER Spezialwerkzeug - RT-D2025;0;0;0;14;0246FF
02-0156;RETTER RTS-1012 Mobiler Sandstrahler Sandstrahlen 63L;78;38;92;23;0247FF
02-0180;RETTER RTA2015 Kurbelwellen Nockenwellen Arretierung für Citroen C4 Peugeot 207 308 Mini One;0;0;0;5;0248FF
02-0163;RTA 2154 Motor Einstell Werkzeug Set Nockenwellen Arretierung VW T4 Crafter LT Zahnriemen;0;0;0;1;0249FF
2023074;Kolbenkompressor 2x100l Druckluftbehältern, Kältetrockner, Feinfilter, Kondensatableiter AIRPROFI DUO -703;120;90;125;240;0250FF
01-0130;RETTER Scherenhebebühne 3.5 t mit elektronischer Entriegelung mit Umlenkhilfe + Mobile Kit Retter RT3510C;199;184;70;610;0251FF
02-0248;RT-706B Pro Reifenmontiermaschine 28 Zoll - Robustem Montagearm 380V - 2 Stufig;125;95;95;210;0252FF
4933478293;Milwaukee M18 Akku-Säbelsäge - M18FSZ-0X 18V;67;37;60,5;22,77;0253FF
02-0026-380V;RETTER 2 Säulen Hebebühne 4.2 t - barrierefrei - Profi Line Retter L24CE-1 380V;299;54;101;660;0254FF
01-0051-1;RETTER RTK3000 Pro Wagenheber 3,0 t – ultraflach 75–505 mm, niedrige Bauhöhe, große Hubhöhe, Profi-Rangierwagenheber für PKW & SUV;55;30;20;29;0255FF
7150481;Heißwasser-Hochdruckreiniger 110 bar HDR-H 48-15;0;0;0;0;0256FF
KD1184;Bodenverdichter 5,5KM 92KG KD1184;0;0;0;50;0257FF
02-0317;Automatik Solar-Kopfschweißschild DIN 3/111 mit Solarzelle;0;0;0;4;0258FF
02-0102;Mini-Bagger 3 Zylinder Wartungsfilterpaket - Inspektionskit 5-tlg.;0;0;0;2;0259FF
02-0056;HLP 46 Hydraulic ÖL 5 Liter;25;20;35;3;0260FF
02-0340;RETTER 2 Säulen Hebebühne 4.000 kg - Automatische Entriegelung EAG4000;235;56;75;540;0261FF
02-0027;3-Wege-Rückschlagventil 1 tlg - Kolbenkompressor Ersatzteil;0;0;0;0,1;0262FF
02-0012;RETTER RT1030 Flüster Kompressor 30 L / 8 Bar;40;40;62;30;0263FF
02-0268;RETTER RS5 Werkstattwagen Workstation Kompakt Werkbank mit Massivholzplatte;108;47;92;57;0264FF
02-0485;RETTER Diesel-Lufterhitzer – 30 kW Leistung - ATA-ZP99L13;0;0;0;20;0265FF
4932459096;Wasserwaage 360° Torpedo 25 cm magnetisch | Milwaukee - Handwerkzeug;101,5;2,5;5,2;1;0266FF
02-0072;RETTER RTB2020 Traggelenk Kugelgelenk Abzieher;35;35;5;5;0267FF
01-0110;"RETTER Doppel Scherenhebebühne 3.8t mit ""Elektrischer"" Entriegelung RETTER RT-F3000L";168;184;80;960;0268FF
1074323SET;WIG-Inverter CRAFT-TIG 323 AC/DC PULSE Set inkl. Schweißschutzhelm;0;0;0;27;0269FF
4933479676;Akku-Heckenschere M12 FUEL™;48,5;70;45,5;12,99;0270FF
02-0015;RETTER RT3200 Pro Standkompressor 200 L / 10 Bar;80;59,5;160;172;0271FF
02-0147;RETTER Profi Reifenmontiermaschine 380V RT-706D Pro mit Booster System und 2 Stufig;125;94;95;335;0272FF
02-0490;RETTER Druckregler mit Manometer - Kompressor Ersatzteil für RT4100, RT1045, RT1030, RT1024;0;0;0;2;0273FF
BASE-3-400V-8 bar;Effizienter Schraubenkompressor SCC: BASE Mini Serie 2,2-3 kW Leistung und 8-10 bar Druck BASE 3 (400V) - 3 kW 8 bar;88;53;88;180;0274FF
02-0095;RETTER RT9008 Reifen- Montagepaste 3kg I Montagewax  + Ventildreher + Ventileinzieher + Ventilhelbel im SET;0;0;0;1;0275FF
02-0432;Minibagger Anlasser für Motor 192 F;0;0;0;0,8;0276FF
04-0003;RETTER Kompressor RT3100+ Ersatz-Keilriemen A-1245Li  - 2er Pack;0;0;0;1;0277FF
02-0129;RETTER RTN-1484 Einlage / Doppel-Maulschlüssel, Doppel-Ringschlüssel, Ratschenring-Maulschlüssel Satz 31 Teile;56,7;40,8;3,2;9;0278FF
02-0497;100 Riegel Klebegewicht 60g (12x5g) Stahl verzinkt Auswuchtgewicht Kleberiegel - RETTER;0;0;0;6;0279FF
6201422;Werkstattkran mit geringer Unterfahrhöhe | 2000 kg - klappbare Ausführung mit gespreiztem Fahrgestell | Unicraft - WK 2002 LP;0;0;0;108;0280FF
4932492128;Milwaukee 12 AH Akku MX FUEL™ FORGE™;120;80;80;45;0281FF
02-0100;RETTER Universal Bremskolben Rückstellwerkzeug Set - Bremskolbenrücksteller für KFZ Bremssättel - 22-tlg. | RKB-01;20;25;5;2;0282FF
02-0417;RETTER Spiralbohrer 130 tlg. Set 1-10 mm;0;0;0;0;0283FF
02-0504;Kunststoffschweißgerät RETTER H50 - Vielseitig für Auto-Reparaturen - inkl. 200 Schweißklammer und Tragetasche - RT-F1327;0;0;0;1,1;0284FF
02-0443;Yanmar - Kraftstofffilter | XN12;0;0;0;2;0285FF
2024752KK;Stationärer 270l Kolbenkompressor mit Kältetrockner AIRPROFI 703/270/10 VK;120;80;197;197;0286FF
01-0075-Rot-49-cm-2Takt;ATV - Miniquad  49 cm / 2 Takt / Farbe Rot 49 cm;109;67;69;40;0287FF
4933472214;Akku-Gebläse M12 FUEL™;36;13,5;36,3;5,6;0288FF
02-0020;RETTER RTD-7019 Druckluft Schlauchtrommel 15m 300 Psi;0;0;0;3;0289FF
03-0012;Minibagger XN 12 | Rhinoceros 10 Kw;277;90;149;1040;0290FF
02-0123;RETTER RTN-1343 Einlage / Zange und Hammer Satz 11 Teile;56,7;40,8;3,2;5;0291FF
02-0160;RETTER RTS-1011 Sandstrahler Tischgerät - Düsen 4/5/6/7mm;0;0;0;79;0292FF
6201500;Motorrad-Heber 680 kg für Reparaturen am Zweirad und Quad - Ultrakompakt mit Haltegurten | MH 680 Unicraft;92;44;15,5;37;0293FF
01-0118;RETTER 336 tlg. Reifen Montage Paste Set (schwarz);0;0;0;10;0294FF
02-0481;Ersatz-Magnetzylinder für ölfreien Flüsterkompressor 230V - Magnetventil und Zubehör;0;0;0;1;0295FF
02-01111;Getriebeheber 1200 kg Motorheber - hydraulischer Motorständer Getriebeständer RETTER;115;35;38;33;0296FF
4933464589;Milwaukee M18 Bürstenlose Akku-Handkreissäge BLCS66 - ohne Akku;19;8;40,5;4;0297FF
6530050;Unicraft DHG 50 Dieselheizgerät - 50 kW Leistung;104,5;46,5;51;28,8;0298FF
230x72x43;Gummikette Minibagger Kette 230x72x43;0;0;0;33;0299FF
02-0491;"RETTER  Durchsteckschlüssel-Satz 17-tlg. mit Adaptern für 3/8"" und 1/2"" Ratschen - RT-F1633";0;0;0;1;0300FF
02-0111;Profi hydraulische Werkstattpresse 20 Tonnen - RTP-20E;0;0;0;139;0301FF
02-0530;Schraubendreher Set 100-tlg ergonomisch und platzsparend - RT-1539;0;0;0;3;0302FF
02-0421-55 mm;Gabelringschlüssel 52 - 62 mm | RETTER 55 mm;0;0;0;1;0303FF
02-0138;RS4 Workstation Edelstahl 42 Werkzeugschrank mit Massivholz-Werkbank;106,6;45,8;92,5;94;0304FF
02-0108;RETTER Spitzzange 20 cm ergonomisch, langlebig;0;0;0;0;0305FF
02-0032 - mit Werkzeug (x5 Einlagen: 02-0120, 02-0483, 02-0126,  02-0133,  02-0142;RETTER RTX-1000 Werkstatt Set 16 Teile Deluxe Edition Schranksystem mit Massiv-Platte mit Werkzeug (x5 Einlagen);0;0;0;615;0306FF
02-0055-230 Volt;RETTER Mobile Scherenhebebühne Inkl. Mobil-Kit 3.0 t 230 Volt;230;238;51;650;0307FF
6300030;Hydraulische Werkstattpresse 30 Tonnen - WPP 30 E;0;0;0;175;0308FF
02-0037;RETTER RT9003 Drehmomentschlüssel Set inkl. Koffer +/- 4% Toleranz 42 - 210 Nm;0;0;0;0;0309FF
02-0323;Wasser Schlauchtrommel 25 m Wandmontage mit automatischer Aufrollung;0;0;0;0;0310FF
6520030;Unicraft GHG 30 Gasheizgerät - 30 kW Leistung;49;27;37;7,4;0311FF
KD11920;Säge für Aspalt und Beton KD11920;0;0;0;80;0312FF
02-0359;"Adapter Innenvierkant 20 mm 3/4"" - Außenvierkant 12,5 mm 1/2""";0;0;0;0,05;0313FF
4932498541;Milwaukee Wasserpumpenzange 180 mm;23,8;6,5;2,2;0,2;0314FF
01-0132;STARK ST12 Mini Bagger Diesel 12 PS - 400mm Schaufel;120;60;180;1080;0315FF
02-0479-1-2-Zoll;"RETTER Panzerschlauch 42 cm - Kompressor Ersatzteil 1-tlg. | 3/4"" - 1/2"" Auswahl 1/2 Zoll";0;0;0;1;0316FF
02-0249;RETTER Zwei-Säulen-Hebebühne RT-C6000ES;290;65;80;1100;0317FF
02-0029;RETTER Pneumatischer Injektor-Abzieher Satz RT-D2028-B - 25-tlg.;0;0;0;8;0318FF
6300005;Griffschutz WPP 75 E - 75 Tonnen Werkstattpresse Zubehör;0;0;0;5;0319FF
02-0331;RETTER JD12000SE-3 10,8 kVA Stromaggregat Diesel Silent Dreiphasen 220/400V Spannungsregler AVR;0;0;0;160;0320FF
02-0480;Werkzeugwagen R22 mit Werkzeug 338-tlg. | 12 Schubladen - RETTER Werkstattwagen;112;46;118;105;0321FF
02-0149;RETTER RT9032 Schaumpistole Reinigungspistole;0;0;0;0;0322FF
01-0102-220V;Doppel Scherenhebebühne 3.0 Tonnen MIT Druckluft Entriegelung Retter RT-F3000 220 V;187;157;58;960;0323FF
02-0464;RETTER Stemmhebel-Satz 4-tlg. Profi-Spezialwerkzeug;100;25;10;9;0324FF
4933492010;Akku - Rasenmäher 18 V - 46 cm Schnittbreite für beste Schnittqualität und Höheneinstellungen von 2,5 - 10 cm | Milwaukee - M18 F2LM46-0;92;81,5;65;56,52;0325FF
02-0178;RETTER RTB2029 Silentlager Abzieher Druck- Zughülen Satz;30;30;15;8;0326FF
02-0085;RETTER RTB2031 Zug- und Drückhülsen Werkzeug Set 26 Teile;0;0;0;8;0327FF
03-0002;XN0001 200mm Löffel mit Zähne - Minibagger;40;40;25;10;0328FF
4933451552;Milwaukee M18 Akku-Polierer FAP180 FUEL™ - ohne Akku;47,5;23,6;36,4;9,52;0329FF
02-0132;RETTER RTN-1311 Einlage / Zange Splintentreiber Satz 17 Teile;56,7;40,8;3,2;5;0330FF
6171405;Digitale - Kranwaage 5 t mit Fernbedienung und LED-Display | Unicraft KW 50;0;0;0;26;0331FF
01-0128;RETTER Gummiauflage für Hebebühne rund 11,5 x 6 cm;11,5;11,5;6;0,5;0332FF
02-0507;Radlager-Werkzeugsatz 19-tlg. | Universell einsetzbar für PKW und LKW - RTB1026A;0;0;0;9;0333FF
02-0273;RETTER R11 Werkstattwagen mit Werkzeugeinlagen;77,5;46;97,5;85;0334FF
2951664;Schraubenkompressor DUO-MICRO SE | 2 x 100 Liter auf Sicherheits-Standpalette;58;48;76;230;0335FF
7202055;Handgeführte Scheuersaugmaschine SSM 550 bis 1600m² Reinigungsfläche / Batterie 24V;0;0;0;65;0336FF
4932464572;Milwaukee VDE Kombizange 180 mm - optimale Kraftübertragung;5;17,5;34,5;1;0337FF
BASE;Effizienter Schraubenkompressor SCC: BASE Mini Serie 2,2-3 kW Leistung und 8-10 bar Druck;0;0;0;0;0338FF
02-0356;RETTER Reifenwuchtmaschine RETTER RT-90E;98;75;115;135;0339FF
02-0447;RETTER Original Felgenschutz 4-tlg. Set - Reifenmontiermaschine Zubehör;0;0;0;0,3;0340FF
02-0031;RT1100 Flüster Kompressor 100 L / 8 Bar;100;36;77;82;0341FF
02-0243;13-tlg. Gelenk-Ratschenschlüssel Satz I Set 8-22 mm Gabelschlüssel-Ringmaul-Schlüssel-Set;0;0;0;5;0342FF
02-0197;"Innenvielzahn Schlagbit-Satz RTD0540 | 26-tlg. | 1/2"" Aufnahme | S2-Stahl gehärtet";39;8;20;4;0343FF
7521400;Haus- und Gartenpumpe mit automatischer Leistungsregulierung DWP 1106A;0;0;0;11;0344FF
6300011;Hydraulische Werkstattpresse 10 Tonnen - WPP 10 TE;77,5;52;16;55;0345FF
7520200;Tauchpumpe mit Kunststoffgehäuse Kombi-Ausführung SDWP 7514;0;0;0;5;0346FF
02-0043-220V;RETTER Ein-Säulen-Hebebühne RTH-1100 Ultraflach 220 Volt;265;155;100;950;0347FF
###############################################################################################################################################################################################################################################################;"Milwaukee M18 FUEL™ Akku-Schlagschrauber 3/8"" Vierkant Sprengring FIW2F38-0X - ohne Akku";22,4;11,5;29,1;3,15;0348FF
02-0181;RETTER RT9022 PRO Federspanner Mc Pherson Federbeinsystem Tuning Tieferlegung KFZ Werkzeug;0;0;0;10;0349FF
4933479862;Milwaukee Kompakt Akku-Bohrschrauber M18 FDD3 - ohne Akku;47,7;16,3;38;6,8;0350FF
02-0136;Batteriebetriebene Hydraulik-Crimpzange für Rohrkabelschuhe | RECT-150;0;0;0;9;0351FF
02-0137;"Robuster Doppelschlreifer - 200 mm schnelles Schärfen von Klingen 8"" | RT-SB012";0;0;0;19;0352FF
01-0130-230 Volt;RETTER Scherenhebebühne 3.5 t mit elektronischer Entriegelung mit Umlenkhilfe + Mobile Kit Retter RT3510C 230 Volt;199;184;70;610;0353FF
02-0018-SET;RT-706E Pro Reifenmontiermaschine - SET Auswahl Wuchtmaschine;125;92;95;249;0354FF
02-0219;Cocoarm Druckluft Schleifer Exzenterschleifer Schleifmaschine;0;0;0;1;0355FF
01-0075-Blau-49-cm-2Takt;ATV - Miniquad  49 cm / 2 Takt / Farbe Blau 49 cm;109;67;69;40;0356FF
02-0121;RETTER RTN-1487 Einlage / T-Griff Stechschlüssel Nuss Satz 8 Teile;56,7;40,8;3,2;5;0357FF
6261030;Axialventilator - max. Luftmenge 3230m³/h | tragbar und robust - Unicraft MV 300 P;49,5;38,5;52;14;0358FF
02-0063;RETTER RT9009 Werkstattkran 2000 kg - Klappbarer Motorkran für Hebearbeiten;0;0;0;45;0359FF
2028751;Stationärer horizontaler 270l Kolbenkompressor Riemenantrieb AIRSTAR -703/270 10H;195;60;125;165;0360FF
02-0103;Mini-Bagger 1 Zylinder Motor Wartungsfilterpaket - Inspektionskit 5-tlg.;0;0;0;2;0361FF
02-0133;RETTER RTN-1325 Einlage / Spengler Zange Satz 11 Teile;56,7;40,8;3,2;5;0362FF
1073253;Elektrodeninverter CRAFT-STICK 253 - Inverter Technologie;0;0;0;0;0363FF
02-0106;RETTER Kombizange 17 cm ergonomisch, langlebig;0;0;0;0;0364FF
02-0073;RETTER RT9017 Bremskolben Rückstellwerkzeug Druckluft 16 Teile;35;35;20;0;0365FF
02-0475;Reifenwechsler 40A Vorwärts-Rückwärts-Schalter für RTH706D Pro - Reifenmontiermaschine Ersatzteil;0;0;0;1;0366FF
4932492668;Gebläse-Aufsatz QUIK-LOK™;54,1;35,8;23,1;3,52;0367FF
4932464959;Heckenscheren-Aufsatz QUIK-LOK™;45;24;11;2,78;0368FF
02-0249-380 Volt;RETTER Zwei-Säulen-Hebebühne RT-C6000ES 380 Volt;290;65;80;1100;0369FF
KD1185;Bodenverdichter 5,5KM 100KG KD1185;0;0;0;100;0370FF
4933459800;"Milwaukee 12V Akku-Ratsche 1/2"" M12 FIR12-0";47;37;13;4,44;0371FF
02-0005;Drehmomentschlüssel inkl. Koffer +/- 4% Toleranz 42-210 Nm RT - 18101;0;0;0;5;0372FF
6530020;Unicraft DHG 20 Dieselheizgerät - 20 kW Leistung;79,5;37;44;15,7;0373FF
6172100;Mobiler Portalkran 1000 kg - stabile und robuste Bauweise | Unicraft PK 1;228;50,5;20;147;0374FF
01-0121;RETTER Lade & Startgerät EUROSTART 1000 Automatik;0;0;0;34;0375FF
LED 32 W;STARK 3-Phasen-LED-Stromschiene Strahler 32W;0;0;0;0;0376FF
02-0505;Lichtmaschinen Montagesatz: Bit- und Steckschlüssel mit Adapter für Generatorfreilauf 18-tlg. - RTD2003;0;0;0;1,8;0377FF
02-0130;RETTER RTN-1485 Einlage / Maulschlüssel und Ringschlüssel Satz 35 Teile;56,7;40,8;3,2;5;0378FF
4932464575;Milwaukee Zangenset 3-tlg - VDE;4,5;17,5;29;2;0379FF
4932480164;Milwaukee M12 High-Output Akku 2,5 AH;24,1;7,8;25,7;0,33;0380FF
02-0173;RETTER - Ölfilterschlüssel Satz 19-tlg | RT-B07R462;0;0;0;4;0381FF
02-0263;Mini Baggerspaten - 200 mm Spatenlöffel - Mini Bagger Spezialanbaugerät;0;0;0;25;0382FF
02-0444;Ölfilter - Kubota | XN12;0;0;0;0,3;0383FF
XN10-8;Minibagger XN 10 | Rhinoceros 10 PS;0;0;0;930;0384FF
20037;GÜDE Inverter Schweißgerät GIS 200;0;0;0;39;0385FF
4932479985;Akku Kehrbürsten-Aufsatz Milwaukee - M18 FOPH-BBA;15,5;15;39;7;0386FF
02-0082-ohne;Werkzeugwagen R7 ohne Werkzeug | 7 Schubladen - RETTER Werkstattwagen Panzer Edition;71;46;100;79;0387FF
7520300;Tauchdruckpumpe für Klarwasser SPWP 1107;0;0;0;12;0388FF
02-0087;RETTER RTJ1015 Universal Lagerabzieher Satz 2+3 Arm Innen Außen;0;0;0;10;0389FF
02-0209-17 mm;Schlagschrauber Nüsse Sechskant Nuss Schlagnuss | 17mm / 19mm / 21mm | 1/2 Zoll 17 mm;0;0;0;0,1;0390FF
04-0007;RETTER Kompressor RT3100 Ersatzluftfilter;0;0;0;1;0391FF
02-0348;RETTER Scherenhubtischwagen 500 kg Tragkraft mit Doppelschere;100;53;36;105;0392FF
4932492666;Heckenscheren-Aufsatz QUIK-LOK™;64;25;46;10,76;0393FF
02-0017-380V;RETTER Zwei-Säulen-Hebebühne Automatische Entriegelung Profi-Line RH-B4000ES 380 Volt ;292;44;90;645;0394FF
02-0529;Pneumatischer Luft-hydraulischer 60 Tonnen LKW-Wagenheber | RETTER - RT-DB047;0;0;0;45;0395FF
02-0320-1-2-Zoll-Abtrieb;"Umschaltknarre Ratsche 1/2"" Zoll Abtrieb";0;0;0;0,5;0396FF
02-0046;Automatische Kabeltrommel 20+1 m Profi IP20 230V Retter RTZ9170;0;0;0;5;0397FF
6300016;Hydraulische Werkstattpresse 15 Tonnen - WPP 15 E;166;67;27;115,5;0398FF
7500180;Schmutzwasserpumpe leistungsstark und zuverlässig SWP80;0;0;0;40;0399FF
02-0017;RETTER Zwei-Säulen-Hebebühne Automatische Entriegelung Profi-Line RH-B4000ES;292;44;90;645;0400FF
7101461;Kaltwasser-Hochdruckreiniger HDR-K-46-16 SW;0;0;0;12;0401FF
02-0292;"LKW - Reifenmontagemaschine JTC995 - 14"" - 42"" mit Adapter Spannbereich Außen 14"" bis 56""";0;0;0;600;0402FF
02-0255;RETTER Rangierwagenheber 3.000 kg - 143 bis 650 mm;0;0;0;58;0403FF
02-0032 - ohne Werkzeug;RETTER RTX-1000 Werkstatt Set 16 Teile Deluxe Edition Schranksystem mit Massiv-Platte - ohne Werkzeug;0;0;0;605;0404FF
02-0055-400 Volt;RETTER Mobile Scherenhebebühne RT3010B - inkl. Mobil-Kit 3.0 t 400 Volt;230;238;51;650;0405FF
172430;Wasserpumpenzangen 3-tlg. rutschhemmend mit Klemmschutz;0;0;0;0;0406FF
OR-2000-9-DT;Ölradiator OR 2000-9 DT Radiator 2000W 3 Heizstufen;0;0;0;12;0407FF
02-0416;Profi 32 tlg. Drehmomentschlüssel-Set inkl. Koffer: 5 - 220 Nm;25;20;5;2;0408FF
KD375;Hocker Werkstattstuhl KD375;0;0;0;10;0409FF
02-0075;RETTER RTB3023 Kugelgelenk Ausdrücker Kugelkopf Abzieher;30;25;10;8;0410FF
02-0147-02-0047;RETTER Profi Reifenmontiermaschine 380V RT-706D Pro mit Booster System und 2 Stufig & Wuchtmaschine WB-65B | Reifenservice SET;240;160;160;460;0411FF
1080457SET;Schutzgasschweißanlage SYN-MAG 453-4 WS inkl. Schweißschutzhelm;0;0;0;160;0412FF
4933464515;Milwaukee Akku-Bohrschrauber M18 BLDD2-502X inkl. 2x 5,0 Ah Akku und HD-Box;23;13;151;8,82;0413FF
6300015;Hydraulische Werkstattpresse 15 Tonnen - WPP 15 TE;103;66,5;29;76;0414FF
02-0488;RETTER Rückschlagventil - Ersatzteil für Kolbenkompressor RT4120;0;0;0;1;0415FF
6531030;Unicraft DHG 30 K - Dieselheizgerät mit Kamin zur Abgasabführung - 30 kW Leistung;107,5;44,5;56,5;37,2;0416FF
BASE-2-400V-8 bar;Effizienter Schraubenkompressor SCC: BASE Mini Serie 2,2-3 kW Leistung und 8-10 bar Druck BASE 2 (400V) - 2,2 kW 8 bar;88;53;88;145;0417FF
02-0479-3-8-Zoll;"RETTER Panzerschlauch 42 cm - Kompressor Ersatzteil 1-tlg. | 3/8"" - 1/2"" Auswahl 3/8 Zoll";0;0;0;1;0418FF
02-01377;Ballenspieß mit 2 Zinken - Zubehör für Hoflader 750  mm Spiellänge;98;92;58;71;0419FF
02-0433;Minibagger Spannungsregler - KOOP Motor;0;0;0;1;0420FF
02-0407;RETTER RTK9035 Federbein Kompressor 3.000 kg (107x26x19 cm);86;21;17;35;0421FF
02-0294;Universal - Werkzeugsortiment 258-teilig - Kraftstahl;0;0;0;10;0422FF
02-0427;RETTER Steckschlüssel-Satz 52-tlg. 1/4 Zoll und 3/8 Zoll;0;0;0;0;0423FF
02-0502;Profi Bremsleitungsflansch-Set 10-tlg. - Bremsleitung Bördelgerät mit Rohrschneider | RETTER Spezialwerkzeug - RTB4070MBD;0;0;0;0,8;0424FF
02-0127;RETTER RTN-1482 Einlage / Doppel Ringschlüssel tief und gekröpft L-Torx Satz 24 Teile;56,7;40,8;3,2;5;0425FF
02-0076;Kugelgelenk Ausdrücker Abzieher mit 5 Gabeln RETTER RTB3036;39;29;8;7;0426FF
191164001;Werkbank Siegmund Basispaket - Traglast ca. 1000kg;0;0;0;80;0427FF
4933464800;Milwaukee M18 FBJS-502X | Akku - Stichsäge;48,5;24,5;38;7,29;0428FF
03-0013;Gummikette Minibagger Kette 180x72x37;0;0;0;35;0429FF
02-0495;SET 4 Stück Stahlventil-Felgenventile 11,3 mm - in Silber;0;0;0;0,5;0430FF
6171410;Digitale - Kranwaage 10 t mit Fernbedienung und LED-Display | Unicraft KW 100;0;0;0;49;0431FF
01-0034;"RETTER 1/2""+3/8""+1/4"" Ratschenkasten Steckschlüssel 172-teilig";45;45;10;5;0432FF
01-0126;RETTER Gummiauflage für Hebebühne 16 x 12 x 6 cm;16;12;6;0,5;0433FF
02-0511;7 PS Elektromotor 3000 U/min  - 5,5 kW Wechselstrommotor | RETTER Kolben Kompressor Ersatzmotor;0;0;0;64;0434FF
02-0164;RTD 2003 Lichtmaschine Arretier-Werkzeug 24-tlg. Freilauf-Riemenscheibe Generator Abzieher;0;0;0;0;0435FF
4933478429;Milwaukee M18 FSAG125XB-0X Akku-Winkelschleifer im HD Box;54,8;18,8;53,4;9,68;0436FF
02-0455;Werkzeugwagen R6 mit Werkzeug 304-tlg. | 7 Schubladen - RETTER Werkstattwagen Red Edition;77,5;46;98;97,5;0437FF
DCD100YP2T-QW;Akku Schlagbohrschrauber 2-Gang mit LED und 2 x 5,0 Ah Akku | DeWALT -  DCD100YP2T-QW;0;0;0;4;0438FF
02-0011;RETTER RT1045 Flüster Kompressor 45 L / 8 Bar;40;40;73;40;0439FF
7150781;Heißwasser-Hochdruckreiniger 180 bar HDR-H-78-18;0;0;0;0;0440FF
02-0438;Motorölfilter - Kubota;0;0;0;0,35;0441FF
02-0515;Steckschlüssel Satz 63-tlg. | Sechskant - RETTER Einlagen RTN2230;56,7;40,8;3,2;3;0442FF
02-0413;Werkzeugwagen R18 mit VDE-Werkzeug 118-tlg. | 7 Schubladen - RETTER Werkstattwagen;85;46;97;75;0443FF
02-0028;Schnellspannmutter für Auswuchtmaschinen Ø38 x 3 mm | RM1S - Spannmittel | Reifenwuchtmaschinen-Zubehör;0;0;0;0,52;0444FF
1089021SET;Schweißkraft EASY-MIG 211i  Set - Fahrbarer MIG/MAG-Inverter 230 V stufenlos;0;0;0;32;0445FF
4063902;für WPP 200 RT Druckplatte;0;0;0;397;0446FF
02-0247;Wagenheber Alu - besonders leicht mit integrierter Schraubenablage;0;0;0;12;0447FF
300x109x35N;Gummikette Minibagger Kette 300x109x35N;0;0;0;34;0448FF
02-0512;Auswuchtmaschine Pneumatischer Reifenheber für Pkw, SUV - max. 85 kg | RETTER LC-80;0;0;0;40;0449FF
4932464569;Milwaukee VDE Kraftseitenschneider 180 mm;2;2;17;0,04;0450FF
02-0062-380V;RETTER RTH-2050A 2 Säulen Hebebühne 5.0 t Automatische Entriegelung Expert-Line 400 Volt;2900;57;75;650;0451FF
02-0097;RT1120 Flüster Kompressor 120 L / 8 Bar;145;45;79;131;0452FF
02-0378;RETTER RTY9047 Einzelhaken für Diverse RTX Werkstattschränke;0;0;0;0;0453FF
